profile,signal_date,stock_id,horizon,net_return_pct,reason,disposition,primary_row_retained,exclusion_allowed_only_as_sensitivity,entry_date,exit_date,represented_in_current_proxy_trade
full_period,20250910,2241,30,48.924033961291512844905695736825733016804304575666,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,2327,30,71.123741137386327137273502118232523746130271465815,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,2337,30,85.881371151667548644921581917020351557705171870679,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,2375,30,64.180841875751629352747759018822753001548218364256,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,2492,30,60.086646895842565020121970792418778272066171165782,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,3135,30,45.960864781014153265078675092809207015611824928761,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,3685,30,68.839976046208121523741316206269708714193774226058,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,4764,30,87.341792668984029990248303065581921473146043350893,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,4806,30,108.73710494576836543950570299645171761492741132092,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,4967,30,69.855531593383958112046672804115187848802230916414,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,6127,30,47.869159446690390714990371224039899070542387287100,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,6173,30,53.021551324119418316530714945064049828566362654541,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,6282,30,61.400201118563389826839411181723386831108327975293,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,6573,30,49.088717350741528545774765976172304140018963780805,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,8046,30,52.905020836673139303694476101647341516469653436809,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,8271,30,61.750348487115209200823783506798743627604155018736,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250910,8996,30,73.414409398197717234394317377153791784681896707043,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250911,20251029,True
full_period,20250911,3543,30,54.510929060712103392766963661954783123601074504554,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250912,20251030,True
full_period,20250911,4304,30,73.904402437269107134289689584033008683970637624142,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250912,20251030,True
full_period,20250911,8110,30,63.337158207325361987111850699096017374613232658375,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250912,20251030,True
full_period,20250912,3628,30,75.669458223358112956162313266298595808251050486887,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250915,20251031,True
full_period,20250912,6290,30,63.621346390374209941852367185740812533159754159303,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250915,20251031,True
full_period,20250912,8043,30,78.292561340270985605331530808778362593123926644712,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250915,20251031,True
full_period,20250912,8103,30,57.365770819500608516444702297656808465366618161361,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250915,20251031,True
full_period,20250912,8112,30,56.658735905677435050709713262943331148769977386567,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250915,20251031,True
full_period,20250915,6770,30,67.307434294037208413633772203692420324895518333105,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250916,20251103,True
full_period,20250923,8299,30,83.839506680448437454604656441049481956288766485227,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250924,20251111,True
full_period,20250924,8047,30,133.16041860628324916713962323968065785975264967701,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250925,20251112,True
full_period,20250925,2314,30,141.99128222070617196780672585623708905629052187645,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20250926,20251113,True
full_period,20251003,6505,30,45.208505382015941968010270678967785590847727303278,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251007,20251120,True
full_period,20251029,3163,30,48.239870767439257930858581034442636384278992381344,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251030,20251211,True
full_period,20251030,3443,30,53.029917729331234577783669057417525173007508983827,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251031,20251212,True
full_period,20251030,4745,30,49.280923878315256152297084564933155920356957044814,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251031,20251212,True
full_period,20251030,4903,30,49.531134651201115730866996450980032669963381259027,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251031,20251212,True
full_period,20251030,4939,30,74.136309163181584267251477191598233399381049693640,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251031,20251212,True
full_period,20251030,6624,30,99.019751022748521224697098855184644881229902441932,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251031,20251212,True
full_period,20251031,2349,30,53.662982151446454339363018089054267162801488404465,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251103,20251215,True
full_period,20251103,2485,30,103.37760447826024308362599074135845979740671797374,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251104,20251216,True
full_period,20251103,4971,30,89.902983578230427902765840313115700465796642439194,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251104,20251216,True
full_period,20251103,6431,30,89.219179054700588218112124254849199975769227588481,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251104,20251216,True
full_period,20251104,2491,30,81.174566652802329208692939586149526879484246646563,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251105,20251217,True
full_period,20251104,4577,30,48.692083208227890734564008167990417812722914744986,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251105,20251217,True
full_period,20251106,6163,30,82.544144221342104982916826040374983131555016618801,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251107,20251219,True
full_period,20251107,8043,30,68.482036728747430148876484075240941046790353038384,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251110,20251222,True
full_period,20251110,3025,30,46.698116504601631241992654744720071944803789960559,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251111,20251223,True
full_period,20251110,3105,30,54.565637092612598797277365854333757716066025898069,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251111,20251223,True
full_period,20251110,6588,30,84.896683993523062481753259423804211664634440096821,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251111,20251223,True
full_period,20251111,5521,30,77.173191000427533133817870884993587002992731936725,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251112,20251224,True
full_period,20251113,6706,30,65.998006700054359063348176938234183582638956807689,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251114,20251229,True
full_period,20251114,3135,30,66.936875192610769413825059529930089382869171670130,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251117,20251230,True
full_period,20251114,5475,30,49.132025034489023304960594323252535300367139995669,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251117,20251230,True
full_period,20251117,7717,30,164.94666952739199787156448913445193745765431113810,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251118,20251231,True
full_period,20251121,3081,30,45.207289484964386465042148340507002942444203353290,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251124,20260107,True
full_period,20251121,3229,30,62.181960569018626671087299307470179362348406076478,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251124,20260107,True
full_period,20251121,4764,30,143.87031256095643082504561905760991456398865327124,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251124,20260107,True
full_period,20251121,6218,30,45.518559130162595224881466986467360933746334550189,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251124,20260107,True
full_period,20251121,6443,30,126.28615111616709860644344659902503114372579101058,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251124,20260107,True
full_period,20251121,6788,30,73.277431191722047631523547774170257983904106899218,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251124,20260107,True
full_period,20251121,8131,30,76.500817670583783781449799182072954625870362038650,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251124,20260107,True
full_period,20251126,7610,30,82.063560911714792434766471763750641350062175386089,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251127,20260112,True
full_period,20251128,1721,30,48.342103296621586157426037055828682401105726332733,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251201,20260114,True
full_period,20251201,2313,30,68.956825077016847222564944376580186854893224403629,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251202,20260115,True
full_period,20251203,5498,30,169.57125876599588823820237452038550567486456486141,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251204,20260119,True
full_period,20251205,2312,30,45.274641214050116017740569240581939405855022413791,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251208,20260121,True
full_period,20251205,3149,30,61.136890666759942249418204332231579087628600332909,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251208,20260121,True
full_period,20251205,5302,30,53.814892251996288107049159668679184758325982105010,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251208,20260121,True
full_period,20251205,6903,30,61.005155923818984645929004708761519378246829054578,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251208,20260121,True
full_period,20251212,2408,30,87.691135183808442885595522705475417764863902843397,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251215,20260128,True
full_period,20251215,1471,30,47.563169142364401363318233388210358554564861021694,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251216,20260129,True
full_period,20251215,1528,30,69.560043568497929701944630825773958419845151994873,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251216,20260129,True
full_period,20251215,2484,30,45.248255862547564180429654820954910634809087206728,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251216,20260129,True
full_period,20251215,3481,30,58.884460354900887252218130545326363315908289770724,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251216,20260129,True
full_period,20251215,5347,30,60.626963797561334837236501153965023457604459192615,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251216,20260129,True
full_period,20251215,6415,30,49.700509936399234954838559751936024500768355385098,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251216,20260129,True
full_period,20251218,6515,30,69.409099560970620809776399294605449305365213914460,outside_Q1_Q3_plus_3IQR_descriptive_candidate,unresolved_anomaly_candidate,True,True,20251219,20260203,True
