# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260306,72.66,0.0799999999999983,68.97,0.0799999999999983,67.44,0.0799999999999983,66.37,1.1400000000000006,7,True,True,True,,

TDCC_WINDOW_ROW_002=20260313,73.13,0.46999999999999886,68.99,0.01999999999999602,67.46,0.01999999999999602,66.39,0.01999999999999602,8,True,True,True,,

TDCC_WINDOW_ROW_003=20260320,73.14,0.010000000000005116,69.0,0.010000000000005116,67.47,0.010000000000005116,66.4,0.010000000000005116,9,True,True,True,,

TDCC_WINDOW_ROW_004=20260327,73.14,0.0,69.0,0.0,67.47,0.0,66.4,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260402,73.14,0.0,69.0,0.0,67.47,0.0,66.4,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_006=20260410,73.14,0.0,69.0,0.0,67.47,0.0,66.4,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260417,73.74,0.5999999999999943,69.6,0.5999999999999943,68.07,0.5999999999999943,67.0,0.5999999999999943,1,True,True,True,,

TDCC_WINDOW_ROW_008=20260424,73.74,0.0,69.6,0.0,68.07,0.0,67.0,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_009=20260430,73.78,0.04000000000000625,69.64,0.04000000000000625,68.11,0.04000000000000625,67.04,0.04000000000000625,1,True,True,True,,

TDCC_WINDOW_ROW_010=20260508,73.88,0.09999999999999432,69.74,0.09999999999999432,68.21,0.09999999999999432,67.14,0.09999999999999432,2,True,True,True,,

TDCC_WINDOW_ROW_011=20260515,73.97,0.09000000000000341,69.83,0.09000000000000341,68.3,0.09000000000000341,67.23,0.09000000000000341,3,True,True,True,,

TDCC_WINDOW_ROW_012=20260522,74.04,0.07000000000000739,69.9,0.07000000000000739,68.37,0.07000000000000739,67.3,0.06999999999999318,4,True,True,True,,
