# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260306,75.5,0.28000000000000114,74.34,0.10000000000000853,72.82,0.09999999999999432,72.82,0.4899999999999949,2,True,True,True,,

TDCC_WINDOW_ROW_002=20260313,75.36,-0.14000000000000057,74.19,-0.15000000000000568,72.67,-0.14999999999999147,72.23,-0.5899999999999892,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260320,75.27,-0.09000000000000341,74.04,-0.14999999999999147,72.78,0.10999999999999943,72.78,0.5499999999999972,1,False,True,False,,

TDCC_WINDOW_ROW_004=20260327,75.4,0.13000000000000966,74.17,0.12999999999999545,72.91,0.12999999999999545,72.91,0.12999999999999545,2,True,True,True,,

TDCC_WINDOW_ROW_005=20260402,75.51,0.10999999999999943,74.3,0.12999999999999545,73.04,0.13000000000000966,73.04,0.13000000000000966,3,True,True,True,,

TDCC_WINDOW_ROW_006=20260410,75.61,0.09999999999999432,74.68,0.38000000000000966,73.13,0.0899999999999892,73.13,0.0899999999999892,4,True,True,True,,

TDCC_WINDOW_ROW_007=20260417,75.68,0.07000000000000739,74.75,0.06999999999999318,73.2,0.07000000000000739,73.2,0.07000000000000739,5,True,True,True,,

TDCC_WINDOW_ROW_008=20260424,75.78,0.09999999999999432,74.86,0.10999999999999943,73.31,0.10999999999999943,73.31,0.10999999999999943,6,True,True,True,,

TDCC_WINDOW_ROW_009=20260430,75.88,0.09999999999999432,74.96,0.09999999999999432,73.41,0.09999999999999432,73.41,0.09999999999999432,7,True,True,True,,

TDCC_WINDOW_ROW_010=20260508,75.97,0.09000000000000341,75.06,0.10000000000000853,73.51,0.10000000000000853,73.51,0.10000000000000853,8,True,True,True,,

TDCC_WINDOW_ROW_011=20260515,76.07,0.09999999999999432,75.17,0.10999999999999943,73.62,0.10999999999999943,73.62,0.10999999999999943,9,True,True,True,,

TDCC_WINDOW_ROW_012=20260522,76.14,0.07000000000000739,75.25,0.0799999999999983,73.7,0.0799999999999983,73.7,0.0799999999999983,10,True,True,True,,
