as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260313,40.6,0.12000000000000455,37.79,-0.46000000000000085,33.45,0.1700000000000017,31.5,0.1700000000000017,5,False,True,False,,
20260320,40.66,0.05999999999999517,38.48,0.6899999999999977,33.51,0.05999999999999517,31.56,0.05999999999999872,6,True,True,True,,
20260327,39.88,-0.779999999999994,38.19,-0.28999999999999915,33.9,0.39000000000000057,30.19,-1.3699999999999974,7,False,True,False,,
20260402,39.97,0.0899999999999963,38.28,0.09000000000000341,33.95,0.05000000000000426,30.32,0.129999999999999,8,True,True,True,,
20260410,40.0,0.030000000000001137,37.73,-0.5500000000000043,34.14,0.18999999999999773,30.41,0.08999999999999986,9,False,True,False,,
20260417,40.0,0.0,37.76,0.030000000000001137,34.19,0.04999999999999716,30.44,0.030000000000001137,10,False,True,False,,
20260424,39.65,-0.3500000000000014,37.36,-0.3999999999999986,34.41,0.21999999999999886,30.61,0.16999999999999815,11,False,True,False,,
20260430,39.53,-0.11999999999999744,37.34,-0.01999999999999602,34.39,-0.01999999999999602,30.54,-0.07000000000000028,0,False,False,False,,
20260508,39.53,0.0,37.37,0.02999999999999403,35.22,0.8299999999999983,30.45,-0.08999999999999986,1,False,True,False,,
20260515,39.6,0.07000000000000028,37.43,0.060000000000002274,35.28,0.060000000000002274,30.49,0.03999999999999915,2,True,True,True,,
20260522,39.7,0.10000000000000142,37.54,0.10999999999999943,35.39,0.10999999999999943,30.6,0.11000000000000298,3,True,True,True,,
20260529,39.75,0.04999999999999716,37.67,0.13000000000000256,35.52,0.13000000000000256,30.74,0.13999999999999702,4,True,True,True,,
