# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260306,80.04,-0.25,76.1,-0.29000000000000625,73.22,-0.29000000000000625,72.35,-0.29000000000000625,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260313,79.98,-0.060000000000002274,76.02,-0.0799999999999983,73.18,-0.03999999999999204,72.31,-0.03999999999999204,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260320,79.87,-0.10999999999999943,76.9,0.8800000000000097,73.48,0.29999999999999716,71.82,-0.4900000000000091,1,False,True,False,,

TDCC_WINDOW_ROW_004=20260327,80.16,0.28999999999999204,77.23,0.3299999999999983,73.85,0.36999999999999034,72.98,1.1600000000000108,2,True,True,True,,

TDCC_WINDOW_ROW_005=20260402,79.84,-0.3199999999999932,76.92,-0.3100000000000023,73.64,-0.20999999999999375,71.82,-1.1600000000000108,0,False,False,False,,

TDCC_WINDOW_ROW_006=20260410,79.83,-0.010000000000005116,76.86,-0.060000000000002274,73.58,-0.060000000000002274,72.71,0.8900000000000006,1,False,True,False,,

TDCC_WINDOW_ROW_007=20260417,80.18,0.3500000000000085,76.69,-0.1700000000000017,74.0,0.4200000000000017,73.13,0.4200000000000017,2,False,True,False,,

TDCC_WINDOW_ROW_008=20260424,80.32,0.13999999999998636,77.17,0.480000000000004,74.48,0.480000000000004,73.61,0.480000000000004,3,True,True,True,,

TDCC_WINDOW_ROW_009=20260430,80.77,0.45000000000000284,78.2,1.0300000000000011,74.86,0.37999999999999545,73.99,0.37999999999999545,4,True,True,True,,

TDCC_WINDOW_ROW_010=20260508,80.9,0.13000000000000966,78.33,0.12999999999999545,75.64,0.7800000000000011,73.98,-0.009999999999990905,5,False,True,False,,

TDCC_WINDOW_ROW_011=20260515,81.2,0.29999999999999716,78.63,0.29999999999999716,75.94,0.29999999999999716,75.07,1.0899999999999892,6,True,True,True,,

TDCC_WINDOW_ROW_012=20260522,81.4,0.20000000000000284,78.83,0.20000000000000284,76.14,0.20000000000000284,75.27,0.20000000000000284,7,True,True,True,,
