as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260306,64.97,-0.09999999999999432,63.53,-0.18999999999999773,62.54,-0.23000000000000398,61.47,-0.240000000000002,0,False,False,False,,
20260313,65.5,0.5300000000000011,64.17,0.6400000000000006,63.26,0.7199999999999989,62.19,0.7199999999999989,1,True,True,True,,
20260320,66.2,0.7000000000000028,64.74,0.5699999999999932,63.8,0.5399999999999991,62.84,0.6500000000000057,2,True,True,True,,
20260327,66.1,-0.10000000000000853,64.58,-0.1599999999999966,63.55,-0.25,62.58,-0.2600000000000051,0,False,False,False,,
20260402,65.94,-0.1599999999999966,64.47,-0.10999999999999943,63.52,-0.02999999999999403,62.67,0.09000000000000341,1,False,True,False,,
20260410,66.03,0.09000000000000341,64.56,0.09000000000000341,63.61,0.0899999999999963,62.77,0.10000000000000142,2,True,True,True,,
20260417,66.81,0.7800000000000011,65.27,0.7099999999999937,64.25,0.6400000000000006,63.42,0.6499999999999986,3,True,True,True,,
20260424,65.92,-0.8900000000000006,64.43,-0.8399999999999892,63.35,-0.8999999999999986,62.51,-0.9100000000000037,0,False,False,False,,
20260430,66.0,0.0799999999999983,64.51,0.0799999999999983,63.4,0.04999999999999716,62.62,0.10999999999999943,1,True,True,True,,
20260508,65.65,-0.3499999999999943,64.24,-0.27000000000001023,63.08,-0.3200000000000003,62.41,-0.21000000000000085,0,False,False,False,,
20260515,66.12,0.46999999999999886,64.8,0.5600000000000023,63.72,0.6400000000000006,62.78,0.37000000000000455,1,True,True,True,,
20260522,66.22,0.09999999999999432,64.78,-0.01999999999999602,63.74,0.020000000000003126,62.85,0.07000000000000028,2,False,True,False,,
