as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,69.09,,66.68,,61.84,,60.12,,0,False,False,False,,
20260508,67.77,-1.3200000000000074,65.66,-1.0200000000000102,61.03,-0.8100000000000023,58.86,-1.259999999999998,0,False,False,False,,
20260515,69.33,1.5600000000000023,67.03,1.3700000000000045,62.67,1.6400000000000006,58.91,0.04999999999999716,1,True,True,True,,
20260522,69.23,-0.09999999999999432,66.68,-0.3499999999999943,61.88,-0.7899999999999991,59.59,0.6800000000000068,2,False,True,False,,
