as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260306,46.01,0.00999999999999801,42.82,0.00999999999999801,40.58,0.0,37.98,0.0,2,False,False,False,,
20260313,46.08,0.07000000000000028,42.89,0.07000000000000028,40.63,0.05000000000000426,38.03,0.05000000000000426,3,True,True,True,,
20260320,47.41,1.3299999999999983,42.96,0.07000000000000028,40.65,0.01999999999999602,38.05,0.01999999999999602,4,True,True,True,,
20260327,47.44,0.030000000000001137,42.99,0.030000000000001137,40.65,0.0,38.05,0.0,5,False,False,False,,
20260402,47.47,0.030000000000001137,43.02,0.030000000000001137,40.66,0.00999999999999801,38.06,0.010000000000005116,6,True,True,True,,
20260410,47.69,0.21999999999999886,43.24,0.21999999999999886,40.81,0.15000000000000568,38.21,0.14999999999999858,7,True,True,True,,
20260417,47.8,0.10999999999999943,43.35,0.10999999999999943,43.35,2.539999999999999,38.22,0.00999999999999801,8,True,True,True,,
20260424,47.92,0.12000000000000455,43.44,0.0899999999999963,43.44,0.0899999999999963,38.22,0.0,9,False,True,False,,
20260430,47.98,0.05999999999999517,43.5,0.060000000000002274,43.5,0.060000000000002274,38.25,0.030000000000001137,10,True,True,True,,
20260508,48.07,0.09000000000000341,43.54,0.03999999999999915,43.54,0.03999999999999915,38.25,0.0,11,False,True,False,,
20260515,48.13,0.060000000000002274,43.6,0.060000000000002274,43.6,0.060000000000002274,38.29,0.03999999999999915,12,True,True,True,,
20260522,48.24,0.10999999999999943,43.7,0.10000000000000142,43.7,0.10000000000000142,38.38,0.09000000000000341,13,True,True,True,,
