as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260306,57.17,0.0,53.41,0.0,53.41,0.0,53.41,0.0,0,False,False,False,,
20260313,57.09,-0.0799999999999983,53.41,0.0,53.41,0.0,53.41,0.0,0,False,False,False,,
20260320,57.07,-0.020000000000003126,53.4,-0.00999999999999801,53.4,-0.00999999999999801,53.4,-0.00999999999999801,0,False,False,False,,
20260327,56.88,-0.18999999999999773,53.22,-0.17999999999999972,53.22,-0.17999999999999972,53.22,-0.17999999999999972,0,False,False,False,,
20260402,56.88,0.0,53.22,0.0,53.22,0.0,53.22,0.0,0,False,False,False,,
20260410,56.88,0.0,53.22,0.0,53.22,0.0,53.22,0.0,0,False,False,False,,
20260417,55.27,-1.6099999999999994,53.22,0.0,53.22,0.0,53.22,0.0,0,False,False,False,,
20260424,55.27,0.0,53.22,0.0,53.22,0.0,53.22,0.0,0,False,False,False,,
20260430,55.27,0.0,53.22,0.0,53.22,0.0,53.22,0.0,0,False,False,False,,
20260508,55.26,-0.010000000000005116,53.21,-0.00999999999999801,53.21,-0.00999999999999801,53.21,-0.00999999999999801,0,False,False,False,,
20260515,55.3,0.03999999999999915,53.25,0.03999999999999915,53.25,0.03999999999999915,53.25,0.03999999999999915,1,True,True,True,,
20260522,55.32,0.020000000000003126,53.27,0.020000000000003126,53.27,0.020000000000003126,53.27,0.020000000000003126,2,True,True,True,,
