# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260313,67.89,0.07000000000000739,66.36,0.06999999999999318,63.31,0.30000000000000426,60.73,0.6599999999999966,4,True,True,True,,

TDCC_WINDOW_ROW_002=20260320,67.99,0.09999999999999432,66.46,0.09999999999999432,63.69,0.37999999999999545,60.78,0.05000000000000426,5,True,True,True,,

TDCC_WINDOW_ROW_003=20260327,67.7,-0.28999999999999204,65.96,-0.5,63.19,-0.5,60.61,-0.1700000000000017,0,False,False,False,,

TDCC_WINDOW_ROW_004=20260402,67.64,-0.060000000000002274,65.9,-0.05999999999998806,63.13,-0.05999999999999517,60.18,-0.4299999999999997,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260410,67.82,0.1799999999999926,66.3,0.3999999999999915,63.26,0.12999999999999545,60.68,0.5,1,True,True,True,,

TDCC_WINDOW_ROW_006=20260417,67.81,-0.009999999999990905,66.29,-0.009999999999990905,63.25,-0.00999999999999801,60.67,-0.00999999999999801,0,False,False,False,,

TDCC_WINDOW_ROW_007=20260424,67.69,-0.12000000000000455,66.32,0.029999999999986926,63.28,0.030000000000001137,60.7,0.030000000000001137,1,False,True,False,,

TDCC_WINDOW_ROW_008=20260430,67.7,0.010000000000005116,66.33,0.010000000000005116,63.29,0.00999999999999801,60.71,0.00999999999999801,2,True,True,True,,

TDCC_WINDOW_ROW_009=20260508,67.57,-0.13000000000000966,66.37,0.04000000000000625,63.3,0.00999999999999801,60.72,0.00999999999999801,3,False,True,False,,

TDCC_WINDOW_ROW_010=20260515,67.66,0.09000000000000341,66.46,0.0899999999999892,63.39,0.09000000000000341,60.81,0.09000000000000341,4,True,True,True,,

TDCC_WINDOW_ROW_011=20260522,67.86,0.20000000000000284,66.47,0.010000000000005116,63.41,0.01999999999999602,60.83,0.01999999999999602,5,True,True,True,,

TDCC_WINDOW_ROW_012=20260529,67.89,0.030000000000001137,66.49,0.01999999999999602,63.43,0.020000000000003126,60.85,0.020000000000003126,6,True,True,True,,
