as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260306,74.89,0.010000000000005116,73.48,0.010000000000005116,72.27,0.009999999999990905,70.55,0.6700000000000017,2,True,True,True,,
20260313,74.92,0.030000000000001137,73.51,0.030000000000001137,72.3,0.030000000000001137,70.58,0.030000000000001137,3,True,True,True,,
20260320,74.93,0.010000000000005116,73.52,0.009999999999990905,72.31,0.010000000000005116,69.93,-0.6499999999999915,4,False,True,False,,
20260327,74.95,0.01999999999999602,73.54,0.020000000000010232,72.33,0.01999999999999602,69.95,0.01999999999999602,5,True,True,True,,
20260402,74.33,-0.6200000000000045,72.92,-0.6200000000000045,72.12,-0.20999999999999375,69.18,-0.769999999999996,0,False,False,False,,
20260410,74.45,0.12000000000000455,73.04,0.12000000000000455,72.24,0.11999999999999034,69.22,0.03999999999999204,1,True,True,True,,
20260417,74.45,0.0,73.04,0.0,72.24,0.0,69.22,0.0,0,False,False,False,,
20260424,74.55,0.09999999999999432,73.14,0.09999999999999432,72.34,0.10000000000000853,69.32,0.09999999999999432,1,True,True,True,,
20260430,74.59,0.04000000000000625,73.19,0.04999999999999716,72.39,0.04999999999999716,70.03,0.710000000000008,2,True,True,True,,
20260508,74.61,0.01999999999999602,73.22,0.030000000000001137,72.41,0.01999999999999602,70.03,0.0,3,False,True,False,,
20260515,74.57,-0.04000000000000625,73.24,0.01999999999999602,72.43,0.020000000000010232,70.05,0.01999999999999602,4,False,True,False,,
20260522,74.58,0.010000000000005116,73.26,0.020000000000010232,72.45,0.01999999999999602,70.07,0.01999999999999602,5,True,True,True,,
