as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260306,65.13,0.01999999999999602,63.02,0.0,62.38,-0.11999999999999744,61.21,0.060000000000002274,2,False,True,False,,
20260313,65.36,0.23000000000000398,63.27,0.25,62.46,0.0799999999999983,61.45,0.240000000000002,3,True,True,True,,
20260320,65.51,0.15000000000000568,63.43,0.1599999999999966,62.65,0.18999999999999773,61.64,0.18999999999999773,4,True,True,True,,
20260327,65.6,0.0899999999999892,63.51,0.0799999999999983,62.7,0.05000000000000426,61.69,0.04999999999999716,5,True,True,True,,
20260402,65.67,0.07000000000000739,63.56,0.05000000000000426,62.9,0.19999999999999574,61.73,0.03999999999999915,6,True,True,True,,
20260410,65.68,0.010000000000005116,63.55,-0.010000000000005116,63.05,0.14999999999999858,61.52,-0.20999999999999375,7,False,True,False,,
20260417,65.83,0.14999999999999147,63.84,0.29000000000000625,63.06,0.010000000000005116,61.87,0.3499999999999943,8,True,True,True,,
20260424,66.06,0.23000000000000398,64.14,0.29999999999999716,63.25,0.18999999999999773,62.06,0.19000000000000483,9,True,True,True,,
20260430,65.96,-0.10000000000000853,63.97,-0.1700000000000017,63.09,-0.1599999999999966,61.9,-0.1600000000000037,0,False,False,False,,
20260508,66.0,0.04000000000000625,63.9,-0.07000000000000028,63.37,0.27999999999999403,62.03,0.13000000000000256,1,False,True,False,,
20260515,65.98,-0.01999999999999602,63.97,0.07000000000000028,63.59,0.22000000000000597,62.1,0.07000000000000028,2,False,True,False,,
20260522,66.1,0.11999999999999034,64.11,0.14000000000000057,63.73,0.13999999999999346,62.22,0.11999999999999744,3,True,True,True,,
