# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260306,73.27,-1.0100000000000051,71.69,-1.1500000000000057,70.46,-1.1600000000000108,69.68,-1.2199999999999989,0,False,False,False,,

TDCC_WINDOW_ROW_002=20260313,72.53,-0.7399999999999949,70.94,-0.75,69.67,-0.789999999999992,68.94,-0.7400000000000091,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260320,72.75,0.21999999999999886,71.13,0.18999999999999773,69.88,0.20999999999999375,69.16,0.21999999999999886,1,True,True,True,,

TDCC_WINDOW_ROW_004=20260327,73.07,0.3199999999999932,71.47,0.3400000000000034,70.22,0.3400000000000034,69.52,0.35999999999999943,2,True,True,True,,

TDCC_WINDOW_ROW_005=20260402,73.16,0.09000000000000341,71.6,0.12999999999999545,70.36,0.14000000000000057,69.56,0.04000000000000625,3,True,True,True,,

TDCC_WINDOW_ROW_006=20260410,73.21,0.04999999999999716,71.65,0.05000000000001137,70.35,-0.010000000000005116,69.68,0.12000000000000455,4,False,True,False,,

TDCC_WINDOW_ROW_007=20260417,73.28,0.07000000000000739,71.74,0.0899999999999892,70.43,0.0800000000000125,69.71,0.029999999999986926,5,True,True,True,,

TDCC_WINDOW_ROW_008=20260424,72.8,-0.480000000000004,71.29,-0.44999999999998863,69.89,-0.5400000000000063,69.1,-0.6099999999999994,0,False,False,False,,

TDCC_WINDOW_ROW_009=20260430,72.52,-0.28000000000000114,71.0,-0.29000000000000625,69.57,-0.3200000000000074,68.75,-0.3499999999999943,0,False,False,False,,

TDCC_WINDOW_ROW_010=20260508,72.77,0.25,71.23,0.23000000000000398,69.86,0.29000000000000625,69.0,0.25,1,True,True,True,,

TDCC_WINDOW_ROW_011=20260515,72.97,0.20000000000000284,71.39,0.1599999999999966,70.07,0.20999999999999375,69.21,0.20999999999999375,2,True,True,True,,

TDCC_WINDOW_ROW_012=20260522,73.01,0.04000000000000625,71.48,0.09000000000000341,70.15,0.0800000000000125,69.25,0.04000000000000625,3,True,True,True,,
