as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260306,60.84,0.030000000000001137,57.77,0.3500000000000014,56.24,-0.0899999999999963,53.5,0.259999999999998,14,False,True,False,,
20260313,60.85,0.00999999999999801,57.79,0.01999999999999602,56.26,0.01999999999999602,53.52,0.020000000000003126,15,True,True,True,,
20260320,60.73,-0.12000000000000455,57.66,-0.13000000000000256,56.26,0.0,53.69,0.1699999999999946,16,False,True,False,,
20260327,60.53,-0.19999999999999574,57.42,-0.23999999999999488,56.15,-0.10999999999999943,53.76,0.07000000000000028,17,False,True,False,,
20260402,60.62,0.0899999999999963,57.73,0.30999999999999517,56.2,0.05000000000000426,54.01,0.25,18,True,True,True,,
20260410,60.46,-0.1599999999999966,57.45,-0.27999999999999403,56.18,-0.020000000000003126,54.17,0.1600000000000037,19,False,True,False,,
20260417,60.37,-0.09000000000000341,57.39,-0.060000000000002274,55.98,-0.20000000000000284,53.97,-0.20000000000000284,0,False,False,False,,
20260424,60.19,-0.17999999999999972,57.29,-0.10000000000000142,55.89,-0.0899999999999963,53.88,-0.0899999999999963,0,False,False,False,,
20260430,59.97,-0.21999999999999886,57.15,-0.14000000000000057,55.74,-0.14999999999999858,53.35,-0.5300000000000011,0,False,False,False,,
20260508,59.87,-0.10000000000000142,57.16,0.00999999999999801,55.68,-0.060000000000002274,53.13,-0.21999999999999886,1,False,False,False,,
20260515,59.76,-0.10999999999999943,57.37,0.21000000000000085,55.48,-0.20000000000000284,53.3,0.1699999999999946,2,False,True,False,,
20260522,59.96,0.20000000000000284,57.46,0.09000000000000341,55.71,0.23000000000000398,53.32,0.020000000000003126,3,True,True,True,,
