as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260313,57.94,0.05999999999999517,53.32,0.3299999999999983,49.43,-0.5700000000000003,47.62,-0.060000000000002274,1,False,False,False,,
20260320,58.09,0.15000000000000568,53.45,0.13000000000000256,50.03,0.6000000000000014,47.61,-0.00999999999999801,2,False,True,False,,
20260327,58.17,0.0799999999999983,53.56,0.10999999999999943,50.12,0.0899999999999963,48.31,0.7000000000000028,3,True,True,True,,
20260402,58.27,0.10000000000000142,53.67,0.10999999999999943,50.16,0.03999999999999915,48.35,0.03999999999999915,4,True,True,True,,
20260410,58.29,0.01999999999999602,53.69,0.01999999999999602,50.17,0.010000000000005116,48.36,0.00999999999999801,5,True,True,True,,
20260417,58.25,-0.03999999999999915,53.67,-0.01999999999999602,50.2,0.030000000000001137,48.39,0.030000000000001137,6,False,True,False,,
20260424,58.3,0.04999999999999716,53.71,0.03999999999999915,50.19,-0.010000000000005116,48.38,-0.00999999999999801,7,False,False,False,,
20260430,58.3,0.0,53.73,0.01999999999999602,50.71,0.5200000000000031,48.37,-0.010000000000005116,8,False,True,False,,
20260508,58.27,-0.02999999999999403,53.67,-0.05999999999999517,50.69,-0.020000000000003126,48.37,0.0,0,False,False,False,,
20260515,58.33,0.05999999999999517,53.33,-0.3400000000000034,50.72,0.030000000000001137,48.4,0.030000000000001137,1,False,True,False,,
20260522,58.72,0.39000000000000057,53.46,0.13000000000000256,50.85,0.13000000000000256,48.53,0.13000000000000256,2,True,True,True,,
20260529,58.76,0.03999999999999915,53.85,0.39000000000000057,50.86,0.00999999999999801,48.53,0.0,3,False,True,False,,
