as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260313,96.71,0.0,96.71,0.0,96.5,0.0,96.24,0.0,0,False,False,False,,
20260320,96.73,0.020000000000010232,96.73,0.020000000000010232,96.52,0.01999999999999602,96.26,0.020000000000010232,1,True,True,True,,
20260327,96.73,0.0,96.73,0.0,96.52,0.0,96.26,0.0,0,False,False,False,,
20260402,96.73,0.0,96.73,0.0,96.52,0.0,96.26,0.0,0,False,False,False,,
20260410,96.69,-0.04000000000000625,96.69,-0.04000000000000625,96.48,-0.03999999999999204,96.22,-0.04000000000000625,0,False,False,False,,
20260417,96.69,0.0,96.69,0.0,96.48,0.0,96.22,0.0,0,False,False,False,,
20260424,96.69,0.0,96.69,0.0,96.48,0.0,96.22,0.0,0,False,False,False,,
20260430,96.69,0.0,96.69,0.0,96.48,0.0,96.22,0.0,0,False,False,False,,
20260508,96.67,-0.01999999999999602,96.67,-0.01999999999999602,96.46,-0.020000000000010232,96.2,-0.01999999999999602,0,False,False,False,,
20260515,96.68,0.010000000000005116,96.68,0.010000000000005116,96.47,0.010000000000005116,96.21,0.009999999999990905,1,True,True,True,,
20260522,96.69,0.009999999999990905,96.69,0.009999999999990905,96.48,0.010000000000005116,96.22,0.010000000000005116,2,True,True,True,,
20260529,96.69,0.0,96.69,0.0,96.48,0.0,96.22,0.0,0,False,False,False,,
