# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260313,65.98,0.020000000000010232,63.63,0.010000000000005116,62.8,0.00999999999999801,59.84,0.010000000000005116,1,True,True,True,,

TDCC_WINDOW_ROW_002=20260320,65.97,-0.010000000000005116,63.6,-0.030000000000001137,62.77,-0.02999999999999403,59.81,-0.030000000000001137,0,False,False,False,,

TDCC_WINDOW_ROW_003=20260327,65.99,0.01999999999999602,63.61,0.00999999999999801,62.78,0.00999999999999801,59.82,0.00999999999999801,1,True,True,True,,

TDCC_WINDOW_ROW_004=20260402,66.0,0.010000000000005116,63.6,-0.00999999999999801,62.77,-0.00999999999999801,59.81,-0.00999999999999801,2,False,False,False,,

TDCC_WINDOW_ROW_005=20260410,66.01,0.010000000000005116,63.61,0.00999999999999801,62.78,0.00999999999999801,59.82,0.00999999999999801,3,True,True,True,,

TDCC_WINDOW_ROW_006=20260417,65.93,-0.0799999999999983,63.97,0.35999999999999943,63.14,0.35999999999999943,59.83,0.00999999999999801,4,False,True,False,,

TDCC_WINDOW_ROW_007=20260424,66.04,0.10999999999999943,63.95,-0.01999999999999602,63.12,-0.020000000000003126,59.33,-0.5,5,False,False,False,,

TDCC_WINDOW_ROW_008=20260430,66.01,-0.030000000000001137,63.93,-0.020000000000003126,63.1,-0.01999999999999602,59.74,0.4100000000000037,6,False,True,False,,

TDCC_WINDOW_ROW_009=20260508,66.06,0.04999999999999716,63.94,0.00999999999999801,63.11,0.00999999999999801,59.74,0.0,7,False,True,False,,

TDCC_WINDOW_ROW_010=20260515,66.24,0.1799999999999926,63.95,0.010000000000005116,63.12,0.00999999999999801,59.74,0.0,8,False,True,False,,

TDCC_WINDOW_ROW_011=20260522,66.26,0.020000000000010232,63.96,0.00999999999999801,63.13,0.010000000000005116,59.75,0.00999999999999801,9,True,True,True,,

TDCC_WINDOW_ROW_012=20260529,66.41,0.14999999999999147,64.24,0.27999999999999403,63.16,0.02999999999999403,59.78,0.030000000000001137,10,True,True,True,,
