as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260306,64.55,0.45000000000000284,61.36,0.45000000000000284,57.8,0.46999999999999886,56.58,0.46999999999999886,14,True,True,True,,
20260313,64.74,0.18999999999999773,61.55,0.18999999999999773,58.02,0.22000000000000597,56.8,0.21999999999999886,15,True,True,True,,
20260320,65.0,0.2600000000000051,61.81,0.2600000000000051,58.28,0.259999999999998,57.06,0.2600000000000051,16,True,True,True,,
20260327,65.22,0.21999999999999886,62.4,0.5899999999999963,58.42,0.14000000000000057,57.2,0.14000000000000057,17,True,True,True,,
20260402,65.11,-0.10999999999999943,62.54,0.14000000000000057,58.55,0.12999999999999545,57.33,0.12999999999999545,18,False,True,False,,
20260410,65.19,0.0799999999999983,62.62,0.0799999999999983,58.64,0.09000000000000341,57.42,0.09000000000000341,19,True,True,True,,
20260417,65.38,0.18999999999999773,62.81,0.19000000000000483,58.82,0.17999999999999972,57.6,0.17999999999999972,20,True,True,True,,
20260424,65.56,0.18000000000000682,63.37,0.5599999999999952,59.84,1.0200000000000031,57.98,0.37999999999999545,21,True,True,True,,
20260430,65.67,0.10999999999999943,63.48,0.10999999999999943,59.95,0.10999999999999943,58.09,0.11000000000000654,22,True,True,True,,
20260508,65.82,0.14999999999999147,63.25,-0.22999999999999687,60.11,0.1599999999999966,58.25,0.1599999999999966,23,False,True,False,,
20260515,65.92,0.10000000000000853,62.98,-0.2700000000000031,60.28,0.1700000000000017,58.42,0.1700000000000017,24,False,True,False,,
20260522,66.06,0.14000000000000057,63.15,0.1700000000000017,60.45,0.1700000000000017,58.59,0.1700000000000017,25,True,True,True,,
