as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,67.75,,66.13,,64.96,,63.89,,0,False,False,False,,
20260508,67.21,-0.5400000000000063,65.63,-0.5,64.52,-0.4399999999999977,63.25,-0.6400000000000006,0,False,False,False,,
20260515,67.2,-0.009999999999990905,65.64,0.010000000000005116,64.45,-0.06999999999999318,63.29,0.03999999999999915,1,False,True,False,,
20260522,65.9,-1.2999999999999972,64.18,-1.4599999999999937,62.97,-1.480000000000004,61.87,-1.4200000000000017,0,False,False,False,,
