as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260430,64.09,,60.77,,56.33,,53.34,,0,False,False,False,,
20260508,64.08,-0.010000000000005116,60.76,-0.010000000000005116,56.33,0.0,53.34,0.0,0,False,False,False,,
20260515,64.13,0.04999999999999716,60.81,0.05000000000000426,56.34,0.010000000000005116,53.35,0.00999999999999801,1,True,True,True,,
20260522,64.12,-0.009999999999990905,60.8,-0.010000000000005116,56.34,0.0,53.35,0.0,0,False,False,False,,
20260529,64.11,-0.010000000000005116,60.79,-0.00999999999999801,56.34,0.0,53.35,0.0,0,False,False,False,,
