event_date,stock_id,stock_name,market,volume_breakout_type,volume_watch_scope,volume_breakout_rule_version,volume_breakout_score,volume_ratio,return_5d_before,return_20d_before,distance_to_ma20_pct,false_breakout_risk,overheated_breakout,close_on_event,mature_d1,return_d1,mfe_d1,mae_d1,mature_d3,return_d3,mfe_d3,mae_d3,mature_d5,return_d5,mfe_d5,mae_d5,mature_d10,return_d10,mfe_d10,mae_d10,mature_d20,return_d20,mfe_d20,mae_d20
20250627,1215,卜蜂,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,42.04,2.1864,10.6195,12.6126,9.8901098901099,False,False,125.0,True,2.0000000000000018,2.400000000000002,0.0,True,1.200000000000001,2.400000000000002,-0.8000000000000007,True,0.0,2.400000000000002,-1.200000000000001,True,0.0,4.0000000000000036,-2.400000000000002,True,-5.200000000000005,4.0000000000000036,-6.799999999999995
20251126,1215,卜蜂,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,43.48,2.4456,7.8067,5.4545,5.263157894736836,False,False,145.0,True,-2.4137931034482807,0.6896551724137945,-3.7931034482758585,True,-0.34482758620689724,1.379310344827589,-3.7931034482758585,True,-1.7241379310344862,1.379310344827589,-3.7931034482758585,True,-3.103448275862064,1.379310344827589,-3.7931034482758585,True,-7.241379310344831,1.379310344827589,-8.62068965517241
20260113,1215,卜蜂,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,44.5,2.2245,13.4831,5.2083,10.907759882869694,False,False,151.5,True,-1.980198019801982,0.660066006600668,-3.63036303630363,True,2.64026402640265,4.290429042904287,-3.63036303630363,True,0.3300330033003229,4.290429042904287,-3.63036303630363,True,-1.320132013201325,4.290429042904287,-3.63036303630363,True,-1.650165016501648,4.290429042904287,-3.960396039603964
20251218,1216,統一,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,43.54,3.3127,5.7564,5.3333,4.43519069337035,False,False,79.0,True,-0.7594936708860689,1.2658227848101333,-3.797468354430378,True,-2.1518987341772156,1.2658227848101333,-3.797468354430378,True,1.8987341772152,1.8987341772152,-3.797468354430378,True,-2.5316455696202556,1.8987341772152,-3.797468354430378,True,-5.44303797468354,1.8987341772152,-5.44303797468354
20260602,1229,聯華,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,46.5,3.3713,8.2707,3.8462,7.858435803008557,False,False,43.2,True,1.736111111111116,3.935185185185186,-2.662037037037046,True,-2.777777777777779,3.935185185185186,-7.291666666666674,True,-3.587962962962976,3.935185185185186,-7.291666666666674,False,,,,False,,,
20251007,1235,興泰,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,51.43,4.7025,8.6817,11.3674,8.246597277822243,False,False,67.6,True,-22.337278106508872,-19.82248520710058,-22.337278106508872,True,-26.77514792899408,-19.82248520710058,-26.77514792899408,True,-26.627218934911234,-19.82248520710058,-31.139053254437865,True,-18.343195266272183,-16.27218934911242,-31.139053254437865,True,-25.147928994082836,-16.27218934911242,-31.139053254437865
20250904,1236,宏亞,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,46.51,2.3604,5.3991,7.4163,5.659489351688429,False,False,22.45,True,-0.22271714922049712,0.0,-0.8908685968819552,True,2.2271714922049046,3.1180400890868487,-0.8908685968819552,True,4.454342984409809,4.899777282850781,-0.8908685968819552,True,6.9042316258352,7.126948775055686,-0.8908685968819552,True,11.804008908685981,24.2761692650334,-0.8908685968819552
20251002,1236,宏亞,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,49.34,3.0823,6.0417,19.4836,8.911950358403775,False,False,25.45,True,7.8585461689587355,9.626719056974453,0.19646365422396617,True,3.3398821218074692,9.626719056974453,0.19646365422396617,True,-1.3752455795677743,9.626719056974453,-2.5540275049115824,True,1.1787819253438192,9.626719056974453,-3.7328094302554016,True,2.5540275049116046,9.626719056974453,-3.7328094302554016
20250901,1256,鮮活果汁-KY,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,41.97,3.1657,10.1266,9.6639,8.456264284230208,False,False,130.5,True,9.961685823754785,9.961685823754785,9.961685823754785,True,18.39080459770115,32.567049808429125,9.961685823754785,True,24.904214559386983,32.567049808429125,9.961685823754785,True,26.436781609195403,40.613026819923384,9.961685823754785,True,26.436781609195403,42.1455938697318,9.961685823754785
20250902,1256,鮮活果汁-KY,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,51.02,3.0778,20.0837,17.1429,18.22863027806385,False,False,143.5,True,9.756097560975618,9.756097560975618,9.756097560975618,True,13.937282229965152,20.557491289198616,3.1358885017421567,True,15.33101045296168,20.557491289198616,3.1358885017421567,True,21.254355400696866,27.874564459930305,3.1358885017421567,True,11.846689895470375,29.268292682926834,3.1358885017421567
20250903,1256,鮮活果汁-KY,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,54.46,4.0133,31.25,27.0161,27.99674928890694,False,False,157.5,True,-1.904761904761909,9.84126984126985,-6.0317460317460325,True,3.492063492063502,9.84126984126985,-6.0317460317460325,True,15.555555555555545,15.555555555555545,-6.0317460317460325,True,8.888888888888879,16.507936507936517,-6.0317460317460325,True,0.952380952380949,17.777777777777782,-6.0317460317460325
20250911,1256,鮮活果汁-KY,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,51.67,2.4895,15.5556,52.9412,35.61847988077498,False,False,182.0,True,-3.57142857142857,-2.7472527472527486,-7.417582417582413,True,-9.340659340659341,0.8241758241758212,-11.263736263736268,True,-5.769230769230771,0.8241758241758212,-11.263736263736268,True,-2.197802197802201,1.9230769230769162,-11.263736263736268,True,-17.85714285714286,1.9230769230769162,-19.505494505494504
20260508,1256,鮮活果汁-KY,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,49.7,3.4098,8.9783,17.3333,9.725685785536164,False,False,176.0,True,0.5681818181818121,3.125,-0.8522727272727293,True,8.52272727272727,13.068181818181813,-0.8522727272727293,True,1.9886363636363535,13.068181818181813,-0.8522727272727293,True,4.2613636363636465,13.068181818181813,-0.8522727272727293,True,2.840909090909083,24.14772727272727,-0.8522727272727293
20251111,1259,安心,TPEX,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,50.63,2.8741,3.7891,7.8767,6.5989847715735905,False,False,63.0,True,1.5873015873015817,1.5873015873015817,0.0,True,0.15873015873015817,2.3809523809523725,-1.4285714285714235,True,0.15873015873015817,5.873015873015874,-1.4285714285714235,True,-0.6349206349206327,5.873015873015874,-3.1746031746031744,True,-3.0158730158730163,5.873015873015874,-4.1269841269841345
20260310,1259,安心,TPEX,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,45.4,2.1176,7.084,5.8632,6.31337912986587,False,False,65.0,True,-3.076923076923077,-1.538461538461533,-4.61538461538461,True,-4.76923076923077,-1.538461538461533,-6.153846153846154,True,-7.692307692307687,-1.538461538461533,-8.153846153846144,True,-8.615384615384613,-1.538461538461533,-9.846153846153848,True,-10.461538461538456,-1.538461538461533,-10.461538461538456
20260520,1268,漢來美食,TPEX,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,66.93,8.0157,5.6604,7.0064,6.751389992057177,False,False,168.0,True,-0.29761904761904656,3.8690476190476275,-1.1904761904761862,True,0.8928571428571397,3.8690476190476275,-1.1904761904761862,True,0.29761904761904656,3.8690476190476275,-1.1904761904761862,True,1.4880952380952328,3.8690476190476275,-1.1904761904761862,False,,,
20260306,1294,漢田生技,TPEX,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,58.93,4.1232,10.8005,12.5161,10.268082953970659,False,False,87.2,True,2.752293577981635,9.28899082568806,-1.4908256880733939,True,5.275229357798161,9.28899082568806,-1.4908256880733939,True,0.4587155963302614,9.28899082568806,-2.40825688073395,True,-5.275229357798173,9.28899082568806,-5.6192660550458795,True,-7.110091743119273,9.28899082568806,-8.25688073394496
20251103,1295,生合,TPEX,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,56.36,5.3397,121.0,121.0,108.39226779820841,False,False,110.5,True,-2.26244343891403,1.8099547511312153,-2.26244343891403,True,-2.714932126696834,1.8099547511312153,-3.6199095022624417,True,-9.592760180995475,1.8099547511312153,-10.316742081447972,True,-14.389140271493217,1.8099547511312153,-14.932126696832581,True,-15.294117647058824,1.8099547511312153,-18.371040723981903
20250718,1301,台塑,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,42.66,3.2784,14.1176,13.4503,9.157406104937383,False,False,38.8,True,0.2577319587628857,1.804123711340222,-0.9020618556700888,True,3.6082474226804218,4.123711340206193,-0.9020618556700888,True,1.1597938144330078,4.6391752577319645,-0.9020618556700888,True,4.89690721649485,11.340206185567038,-0.9020618556700888,True,2.448453608247436,11.340206185567038,-6.185567010309279
20250730,1301,台塑,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,49.95,2.3998,6.0945,18.4722,14.220674879485795,False,False,42.65,True,0.0,1.2895662368112681,-1.6412661195779554,True,-11.254396248534581,1.2895662368112681,-13.130128956623688,True,-9.964830011723325,1.2895662368112681,-13.130128956623688,True,-7.8546307151231005,1.2895662368112681,-14.654161781946073,True,-6.213364595545134,1.2895662368112681,-14.654161781946073
20260126,1301,台塑,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,56.61,2.5323,11.6705,22.7673,17.774828043924206,False,False,48.8,True,4.508196721311486,6.762295081967218,0.10245901639345245,True,1.0245901639344357,8.196721311475418,0.10245901639345245,True,-9.221311475409832,8.196721311475418,-10.45081967213114,True,-4.4057377049180335,8.196721311475418,-10.45081967213114,True,-2.868852459016391,11.68032786885247,-10.45081967213114
20260414,1301,台塑,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,46.28,2.882,14.3158,19.3407,14.550920310110204,False,False,54.3,True,-3.6832412523020275,0.18416206261511192,-4.41988950276243,True,-1.6574585635359074,3.6832412523020164,-4.788213627992621,True,-4.604051565377532,3.6832412523020164,-4.972375690607722,True,-5.893186003683237,3.6832412523020164,-9.392265193370154,True,-13.627992633517493,3.6832412523020164,-13.720073664825039
20250723,1303,南亞,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,50.12,2.1853,14.0541,13.6445,11.551678561987844,False,False,31.65,True,2.369668246445489,4.2654028436019065,-2.843601895734593,True,16.903633491311233,16.903633491311233,-2.843601895734593,True,22.274881516587698,24.17061611374407,-2.843601895734593,True,17.851500789889418,32.0695102685624,-2.843601895734593,True,28.75197472353872,50.07898894154819,-2.843601895734593
20250724,1303,南亞,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,44.52,3.993,10.7692,13.4851,13.425520742166984,False,False,32.4,True,3.8580246913580307,5.555555555555558,-1.2345679012345623,True,10.648148148148163,15.123456790123457,-1.2345679012345623,True,26.388888888888907,29.01234567901234,-1.2345679012345623,True,14.660493827160504,29.01234567901234,-1.2345679012345623,True,30.555555555555557,46.604938271604944,-1.2345679012345623
20250728,1303,南亞,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,66.02,4.9813,24.1611,35.5311,26.16145256158895,False,False,37.0,True,-3.1081081081081097,0.8108108108108025,-3.2432432432432545,True,10.675675675675688,12.972972972972974,-3.2432432432432545,True,1.75675675675675,12.972972972972974,-3.2432432432432545,True,7.702702702702702,12.972972972972974,-3.2432432432432545,True,14.999999999999991,28.37837837837838,-3.2432432432432545
20250730,1303,南亞,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,55.87,5.073,22.2749,36.5079,27.90217301495497,False,False,38.7,True,5.813953488372103,8.010335917312638,-3.100775193798455,True,-2.7131782945736593,8.010335917312638,-4.392764857881149,True,-3.6175710594315347,8.010335917312638,-5.68475452196383,True,10.077519379844958,14.34108527131781,-6.976744186046513,True,15.891472868217061,22.73901808785528,-6.976744186046513
20250731,1303,南亞,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,46.64,3.3522,26.3889,41.2069,32.71754982984931,False,False,40.95,True,-2.8083028083028205,1.831501831501825,-3.663003663003661,True,-10.134310134310143,1.831501831501825,-10.62271062271063,True,-9.279609279609291,1.831501831501825,-10.866910866910873,True,1.9536019536019467,8.66910866910866,-12.08791208791209,True,5.006105006104988,15.995115995115983,-12.08791208791209
20251112,1303,南亞,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,57.67,3.2506,21.4634,16.9014,17.162686742736135,False,False,49.8,True,8.032128514056236,9.839357429718888,1.807228915662673,True,13.453815261044188,19.87951807228916,1.807228915662673,True,8.032128514056236,22.088353413654627,1.807228915662673,True,2.6104417670682833,22.088353413654627,0.6024096385542244,True,23.293172690763054,37.34939759036146,0.6024096385542244
20251113,1303,南亞,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,58.6,4.9326,29.1717,28.401,24.82598607888631,False,False,53.8,True,3.3457249070631967,6.133828996282542,-3.159851301115235,True,6.505576208178443,13.011152416356886,-3.159851301115235,True,5.204460966542768,13.011152416356886,-3.159851301115235,True,4.460966542750944,13.011152416356886,-6.877323420074344,True,11.338289962825288,27.137546468401496,-6.877323420074344
20260108,1303,南亞,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,35.98,3.1735,11.2957,7.8905,12.510495382031905,False,False,67.0,True,-7.611940298507469,4.477611940298498,-8.208955223880599,True,-7.164179104477608,4.477611940298498,-8.208955223880599,True,4.029850746268671,4.477611940298498,-8.50746268656717,True,16.119402985074615,21.044776119402986,-8.50746268656717,True,11.194029850746269,24.626865671641784,-8.50746268656717
20260116,1303,南亞,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,51.81,3.1928,19.2246,28.5714,20.175867122618474,False,False,73.8,True,7.588075880758827,9.891598915989164,1.084010840108407,True,-0.13550135501354532,9.891598915989164,-0.9485094850948506,True,4.471544715447151,9.891598915989164,-0.9485094850948506,True,2.8455284552845628,13.143631436314362,-0.9485094850948506,True,23.035230352303525,23.848238482384843,-5.1490514905149
20260119,1303,南亞,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,49.22,2.7517,22.7202,38.3275,27.019676851703743,False,False,79.4,True,-3.7783375314861423,0.0,-6.801007556675065,True,-2.015113350125952,0.5037783375314797,-7.934508816120922,True,2.896725440806036,3.7783375314861534,-7.934508816120922,True,-11.083123425692708,5.163727959697728,-11.838790931989928,True,19.521410579345087,20.151133501259455,-11.838790931989928
20250723,1304,台聚,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,50.24,3.1747,9.8678,14.6497,11.24845488257109,False,False,10.8,True,-2.314814814814814,-0.462962962962965,-4.166666666666674,True,-0.462962962962965,0.92592592592593,-4.166666666666674,True,3.240740740740744,5.092592592592582,-4.166666666666674,True,-4.629629629629628,5.092592592592582,-7.685185185185183,True,-1.388888888888895,6.018518518518512,-7.685185185185183
20251009,1304,台聚,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,64.33,5.643,9.9502,8.3333,8.519518782224411,False,False,11.05,True,0.0,0.9049773755656076,-3.6199095022624417,True,-4.524886877828049,1.8099547511312153,-5.882352941176472,True,-5.42986425339368,1.8099547511312153,-5.882352941176472,True,-1.3574660633484226,4.977375565610842,-5.882352941176472,True,-0.4524886877828149,4.977375565610842,-10.316742081447972
20251202,1304,台聚,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,54.78,3.2862,20.6897,19.5122,14.51273662070578,False,False,12.25,True,-1.6326530612244872,3.6734693877551017,-4.081632653061229,True,-5.3061224489796,3.6734693877551017,-6.122448979591832,True,-2.857142857142858,3.6734693877551017,-8.571428571428575,True,-6.938775510204076,3.6734693877551017,-8.571428571428575,True,-9.387755102040817,3.6734693877551017,-11.020408163265305
20260126,1304,台聚,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,52.43,4.2135,5.0633,12.1622,9.836788707542986,False,False,12.45,True,-1.2048192771084265,4.417670682730934,-2.008032128514059,True,-1.2048192771084265,4.417670682730934,-2.8112449799196804,True,-11.244979919678698,4.417670682730934,-11.646586345381527,True,-6.827309236947787,4.417670682730934,-12.048192771084343,True,-4.016064257028118,6.024096385542177,-12.048192771084343
20260323,1304,台聚,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,55.38,2.9672,27.3077,41.453,26.7470802220946,False,False,16.55,True,-7.25075528700907,1.812688821752273,-9.365558912386707,True,-4.229607250755296,1.812688821752273,-13.897280966767378,True,7.552870090634434,7.552870090634434,-13.897280966767378,True,-3.3232628398791597,18.126888217522662,-13.897280966767378,True,-13.293051359516618,18.126888217522662,-13.897280966767378
20260603,1304,台聚,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,49.65,2.646,20.1681,8.3333,13.447044823482756,False,False,14.3,True,-6.99300699300699,-6.2937062937062915,-9.440559440559449,True,-12.587412587412594,-3.8461538461538547,-13.286713286713292,False,,,,False,,,,False,,,
20250723,1305,華夏,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,46.13,2.7073,11.0048,16.0,12.65964162579516,False,False,11.6,True,-0.8620689655172376,0.8620689655172376,-4.31034482758621,True,0.8620689655172376,1.7241379310344973,-4.31034482758621,True,4.31034482758621,6.034482758620707,-4.31034482758621,True,-4.31034482758621,6.034482758620707,-9.051724137931028,True,-0.8620689655172376,6.034482758620707,-9.051724137931028
20250822,1305,華夏,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,47.14,3.2243,9.5238,10.9649,9.976092153879602,False,False,12.65,True,-1.5810276679842028,1.1857707509881354,-3.5573122529644396,True,-4.743083003952564,1.1857707509881354,-4.743083003952564,True,-7.114624505928857,1.1857707509881354,-8.695652173913038,True,-7.509881422924913,1.1857707509881354,-10.276679841897241,True,-7.114624505928857,1.1857707509881354,-10.671936758893274
20260319,1305,華夏,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,44.97,2.3744,10.3571,28.2158,18.800461361014985,False,False,15.45,True,8.737864077669922,9.708737864077666,4.53074433656957,True,14.886731391585762,22.653721682847895,4.53074433656957,True,11.326860841423958,22.653721682847895,3.5598705501618255,True,16.18122977346279,30.097087378640786,2.5889967637540368,True,-4.53074433656957,30.097087378640786,-5.825242718446589
20260225,1307,三芳,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,49.6,3.182,17.7524,10.2134,12.09302325581394,False,False,36.15,True,-2.4896265560165887,0.0,-3.596127247579517,True,-2.9045643153526868,0.0,-7.330567081604422,True,-5.394190871369286,0.0,-10.65006915629323,True,-7.468879668049777,0.13831258644538824,-10.65006915629323,True,-5.532503457814664,0.13831258644538824,-10.65006915629323
20260603,1307,三芳,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,40.85,2.562,11.1111,8.8,6.91823899371069,False,False,34.0,True,-2.500000000000002,-2.35294117647058,-5.441176470588238,True,3.529411764705892,4.705882352941182,-5.441176470588238,False,,,,False,,,,False,,,
20260612,1307,三芳,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,46.51,2.4243,10.8597,13.7771,13.61001623000233,False,False,36.75,False,,,,False,,,,False,,,,False,,,,False,,,
20251009,1308,亞聚,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,71.78,7.7438,9.7872,8.8608,9.252593690450993,False,False,12.9,True,5.813953488372103,7.751937984496116,0.3875968992248069,True,-0.3875968992248069,7.751937984496116,-1.1627906976744207,True,0.3875968992248069,7.751937984496116,-1.1627906976744207,True,0.3875968992248069,7.751937984496116,-1.1627906976744207,True,0.3875968992248069,7.751937984496116,-7.364341085271331
20251013,1308,亞聚,listed,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,66.61,8.6065,17.1674,13.75,14.802354920100914,False,False,13.65,True,-3.296703296703307,0.366300366300365,-4.395604395604391,True,-4.761904761904767,0.366300366300365,-6.593406593406592,True,-4.029304029304037,0.366300366300365,-6.593406593406592,True,-5.860805860805862,1.831501831501825,-6.959706959706969,True,-2.930402930402931,1.831501831501825,-12.454212454212465
20251202,1308,亞聚,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,56.77,3.1087,19.7531,17.8138,14.005876591576904,False,False,14.55,True,-2.7491408934707917,3.092783505154628,-4.467353951890041,True,-5.8419243986254425,3.092783505154628,-7.216494845360833,True,-2.7491408934707917,3.092783505154628,-8.93470790378007,True,-7.903780068728528,3.092783505154628,-9.278350515463929,True,-9.621993127147766,3.092783505154628,-9.965635738831624
20260323,1308,亞聚,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,51.73,3.2693,19.802,35.4478,22.242801818487944,False,False,18.15,True,-2.754820936639124,8.539944903581276,-9.917355371900815,True,-0.550964187327807,8.539944903581276,-11.570247933884282,True,6.887052341597788,9.090909090909104,-11.570247933884282,True,-7.713498622589521,16.528925619834723,-11.570247933884282,True,-15.702479338842966,16.528925619834723,-16.804407713498616
20260126,1309,台達化,TWSE,bottom_volume_attack,bottom_volume_attack,bottom_volume_attack_v2_locked_limit_up,53.49,3.8694,6.639,14.7321,10.608995050570268,False,False,12.85,True,-2.7237354085603127,1.9455252918287869,-3.5019455252918275,True,-3.891050583657585,1.9455252918287869,-4.280155642023342,True,-10.116731517509725,1.9455252918287869,-10.89494163424125,True,-4.669260700389099,1.9455252918287869,-10.89494163424125,True,-1.1673151750972832,7.003891050583655,-10.89494163424125
