date,stock_id,stock_name,market,open,high,low,close,volume,trading_value,source
20260915,006201,元大富櫃50,TPEx,43.8,44.11,43.1,43.12,128000,5574780,TPEX_OTC_QUOTES_NO1430_JSON
20260915,00858,永豐美國500大,TPEx,35.47,35.64,35.47,35.55,278000,9895400,TPEX_OTC_QUOTES_NO1430_JSON
20260915,00877,復華中國5G,TPEx,36.53,37.25,36.53,36.66,1619000,59582200,TPEX_OTC_QUOTES_NO1430_JSON
20260915,00886,永豐美國科技,TPEx,47.64,48.01,47.61,47.91,32000,1531170,TPEX_OTC_QUOTES_NO1430_JSON
20260915,00887,永豐中國科技50大,TPEx,15.34,15.62,15.34,15.43,2946000,45560820,TPEX_OTC_QUOTES_NO1430_JSON
20260915,00888,永豐台灣ESG,TPEx,33.78,33.93,33.6,33.62,3450000,116466250,TPEX_OTC_QUOTES_NO1430_JSON
20260915,00928,中信上櫃ESG 30,TPEx,31.64,32.19,31.31,31.31,136000,4324520,TPEX_OTC_QUOTES_NO1430_JSON
20260915,00955,中信日本商社,TPEx,16.45,16.48,16.39,16.47,5134000,84428970,TPEX_OTC_QUOTES_NO1430_JSON
20260915,009806,台新標普500,TPEx,13.82,13.82,13.57,13.57,24000,326390,TPEX_OTC_QUOTES_NO1430_JSON
20260915,009807,台新標普科技精選,TPEx,16.7,16.7,16.66,16.66,16000,267060,TPEX_OTC_QUOTES_NO1430_JSON
20260915,009814,富邦標普500,TPEx,11.26,11.28,11.26,11.27,325000,3662820,TPEX_OTC_QUOTES_NO1430_JSON
20260915,009815,大華美國MAG7+,TPEx,11.44,11.51,11.44,11.45,2031000,23326370,TPEX_OTC_QUOTES_NO1430_JSON
20260915,009822,華南永昌未來金融,TPEx,9.72,9.77,9.7,9.7,32000,310670,TPEX_OTC_QUOTES_NO1430_JSON
20260915,009823,群益S&P500,TPEx,10.33,10.36,10.33,10.33,2117000,21898380,TPEX_OTC_QUOTES_NO1430_JSON
20260915,009825,聯邦美國金融創新,TPEx,10.0,10.02,9.99,10.0,306000,3059740,TPEX_OTC_QUOTES_NO1430_JSON
20260915,020025,統一亞洲半導體N,TPEx,37.69,38.04,37.69,38.04,2000,75730,TPEX_OTC_QUOTES_NO1430_JSON
20260915,020033,統一恒生科期N,TPEx,3.47,3.47,3.44,3.45,50000,172880,TPEX_OTC_QUOTES_NO1430_JSON
20260915,020041,兆豐半導體氣候N,TPEx,19.77,19.77,19.46,19.46,4000,78770,TPEX_OTC_QUOTES_NO1430_JSON
20260915,1240,茂生農經,TPEx,55.0,55.2,55.0,55.2,3000,165300,TPEX_OTC_QUOTES_NO1430_JSON
20260915,1264,德麥,TPEx,245.5,245.5,242.0,243.0,58000,14091000,TPEX_OTC_QUOTES_NO1430_JSON
20260915,1268,漢來美食,TPEx,171.5,172.0,171.0,172.0,16000,2747500,TPEX_OTC_QUOTES_NO1430_JSON
20260915,1294,漢田生技,TPEx,50.8,50.9,50.7,50.7,8000,406500,TPEX_OTC_QUOTES_NO1430_JSON
20260915,1295,生合,TPEx,45.0,45.0,44.45,44.85,4000,179300,TPEX_OTC_QUOTES_NO1430_JSON
20260915,1336,台翰,TPEx,16.5,16.55,16.1,16.1,194000,3150050,TPEX_OTC_QUOTES_NO1430_JSON
20260915,1565,精華,TPEx,96.7,96.8,96.0,96.4,129000,12436500,TPEX_OTC_QUOTES_NO1430_JSON
20260915,1569,濱川,TPEx,48.7,50.4,48.3,49.4,665000,32761500,TPEX_OTC_QUOTES_NO1430_JSON
